ts_recv,ts_event,rtype,publisher_id,instrument_id,action,side,depth,price,size,flags,ts_in_delta,sequence,symbol
1654864448798374779,1654864448798363221,0,2,7370,T,A,0,261500000000,107,130,11558,13065194,MSFT
1654864449173889510,1654864449173878066,0,2,7370,T,A,0,261500000000,30,130,11444,13068007,MSFT
1654864449371124312,1654864449371113068,0,2,7370,T,A,0,261500000000,50,130,11244,13069236,MSFT
1654864449371790312,1654864449371778979,0,2,7370,T,A,0,261500000000,113,130,11333,13069237,MSFT
1654864449820813179,1654864449820801666,0,2,7370,T,A,0,261500000000,107,130,11513,13071803,MSFT
1654864450008610941,1654864450008599500,0,2,7370,T,A,0,261500000000,50,130,11441,13072780,MSFT
1654864450310336932,1654864450310325543,0,2,7370,T,A,0,261500000000,100,130,11389,13074738,MSFT
1654864450950775891,1654864450950763836,0,2,7370,T,A,0,261500000000,43,0,12055,13078142,MSFT
1654864450950775891,1654864450950763836,0,2,7370,T,A,0,261500000000,57,130,12055,13078143,MSFT
1654864450959632895,1654864450959618968,0,2,7370,T,A,0,261500000000,10,130,13927,13078172,MSFT
1654864452711133755,1654864452711122443,0,2,7370,T,A,0,261300000000,40,130,11312,13095551,MSFT
1654864452771120905,1654864452771108294,0,2,7370,T,A,0,261300000000,10,128,12611,13095829,MSFT
1654864454362513206,1654864454362501662,0,2,7370,T,N,0,261130000000,2,130,11544,13106543,MSFT
1654864455257340706,1654864455257325815,0,2,7370,T,N,0,261130000000,2,0,14891,13111396,MSFT
1654864455257340706,1654864455257325815,0,2,7370,T,N,0,261010000000,100,0,14891,13111397,MSFT
1654864455257340706,1654864455257325815,0,2,7370,T,A,0,261000000000,598,130,14891,13111398,MSFT
1654864456887010969,1654864456886999284,0,2,7370,T,N,0,261250000000,5,130,11685,13121659,MSFT
1654864463840103052,1654864463840091048,0,2,7370,T,N,0,261130000000,4,130,12004,13173241,MSFT
1654864464528728470,1654864464528716249,0,2,7370,T,N,0,261040000000,50,130,12221,13178053,MSFT
1654864464633542552,1654864464633531311,0,2,7370,T,N,0,261040000000,20,130,11241,13178320,MSFT
1654864464640375658,1654864464640361544,0,2,7370,T,N,0,261040000000,30,0,14114,13178331,MSFT
1654864464640375658,1654864464640361544,0,2,7370,T,N,0,261010000000,69,0,14114,13178332,MSFT
1654864464640375658,1654864464640361544,0,2,7370,T,A,0,261000000000,1,130,14114,13178333,MSFT
1654864465482951812,1654864465482940526,0,2,7370,T,A,0,261000000000,584,130,11286,13183663,MSFT
1654864465493711508,1654864465493700493,0,2,7370,T,A,0,261000000000,58,130,11015,13183689,MSFT
1654864465530967742,1654864465530956992,0,2,7370,T,A,0,261000000000,149,130,10750,13183750,MSFT
1654864465531508363,1654864465531497123,0,2,7370,T,A,0,260900000000,7,130,11240,13183761,MSFT
1654864466883069820,1654864466883057381,0,2,7370,T,A,0,260900000000,93,0,12439,13194247,MSFT
1654864466883069820,1654864466883057381,0,2,7370,T,N,0,260760000000,7,130,12439,13194248,MSFT
1654864466883085854,1654864466883074343,0,2,7370,T,N,0,260760000000,1,130,11511,13194249,MSFT
1654864466883118063,1654864466883106040,0,2,7370,T,A,0,260750000000,5,130,12023,13194255,MSFT
1654864476233833521,1654864476233820509,0,2,7370,T,A,0,260600000000,3,0,13012,13260970,MSFT
1654864476233833521,1654864476233820509,0,2,7370,T,A,0,260600000000,1,130,13012,13260971,MSFT
1654864478080651313,1654864478080639920,0,2,7370,T,N,0,260610000000,13,130,11393,13282542,MSFT
1654864479070276625,1654864479070264321,0,2,7370,T,N,0,260700000000,5,128,12304,13294388,MSFT
1654864485065325491,1654864485065313684,0,2,7370,T,N,0,260990000000,2,130,11807,13333107,MSFT
1654864485527048610,1654864485527037086,0,2,7370,T,N,0,260700000000,5,130,11524,13338671,MSFT
1654864487524550996,1654864487524539915,0,2,7370,T,A,0,260780000000,1,130,11081,13352243,MSFT
1654864489829742670,1654864489829731590,0,2,7370,T,N,0,260810000000,100,130,11080,13368420,MSFT
1654864489832201041,1654864489832189304,0,2,7370,T,N,0,260810000000,74,130,11737,13368425,MSFT
1654864489834036067,1654864489834023579,0,2,7370,T,N,0,260660000000,5,0,12488,13368429,MSFT
1654864489834036067,1654864489834023579,0,2,7370,T,N,0,260620000000,95,130,12488,13368430,MSFT
1654864489834099046,1654864489834087365,0,2,7370,T,N,0,260620000000,5,130,11681,13368432,MSFT
1654864492302085079,1654864492302073890,0,2,7370,T,N,0,260560000000,4,130,11189,13389353,MSFT
1654864493867377042,1654864493867365726,0,2,7370,T,N,0,260560000000,4,130,11316,13397052,MSFT
1654864498317486114,1654864498317474871,0,2,7370,T,N,0,260560000000,40,130,11243,13419972,MSFT
1654864498645189948,1654864498645177997,0,2,7370,T,B,0,260700000000,2,130,11951,13422959,MSFT
1654864503361701525,1654864503361689356,0,2,7370,T,N,0,260420000000,2,0,12169,13457783,MSFT
1654864503361701525,1654864503361689356,0,2,7370,T,N,0,260410000000,7,130,12169,13457784,MSFT
1654864503362473592,1654864503362461775,0,2,7370,T,A,0,260400000000,8,130,11817,13457788,MSFT
1654864503882941380,1654864503882930261,0,2,7370,T,A,0,260400000000,110,130,11119,13460199,MSFT
1654864503932461343,1654864503932449640,0,2,7370,T,A,0,260400000000,82,130,11703,13460364,MSFT
1654864503934016294,1654864503934005004,0,2,7370,T,A,0,260300000000,138,130,11290,13460414,MSFT
1654864503996220633,1654864503996207896,0,2,7370,T,A,0,260300000000,330,130,12737,13461062,MSFT
1654864504076203823,1654864504076192305,0,2,7370,T,A,0,260300000000,110,130,11518,13461866,MSFT
1654864504076801843,1654864504076790706,0,2,7370,T,A,0,260300000000,422,130,11137,13461873,MSFT
1654864504451521307,1654864504451508917,0,2,7370,T,A,0,260260000000,50,130,12390,13464979,MSFT
1654864506508902601,1654864506508890549,0,2,7370,T,N,0,260240000000,4,130,12052,13476824,MSFT
1654864524750460699,1654864524750448229,0,2,7370,T,N,0,260400000000,2,0,12470,13598316,MSFT
1654864524750460699,1654864524750448229,0,2,7370,T,N,0,260360000000,14,130,12470,13598317,MSFT
1654864528958005301,1654864528957993813,0,2,7370,T,B,0,260600000000,100,130,11488,13623709,MSFT
1654864528958035662,1654864528958024387,0,2,7370,T,N,0,260580000000,75,130,11275,13623713,MSFT
1654864528958200253,1654864528958187705,0,2,7370,T,N,0,260580000000,14,130,12548,13623714,MSFT
1654864529607559375,1654864529607546748,0,2,7370,T,N,0,260510000000,100,0,12627,13628951,MSFT
1654864529607559375,1654864529607546748,0,2,7370,T,N,0,260480000000,100,130,12627,13628952,MSFT
1654864529609860397,1654864529609847202,0,2,7370,T,N,0,260500000000,100,0,13195,13628961,MSFT
1654864529609860397,1654864529609847202,0,2,7370,T,A,0,260490000000,1,0,13195,13628962,MSFT
1654864529609860397,1654864529609847202,0,2,7370,T,N,0,260450000000,99,130,13195,13628963,MSFT
1654864529618977531,1654864529618965147,0,2,7370,T,N,0,260450000000,1,0,12384,13629194,MSFT
1654864529618977531,1654864529618965147,0,2,7370,T,N,0,260450000000,75,130,12384,13629195,MSFT
1654864529634063802,1654864529634050901,0,2,7370,T,N,0,260450000000,25,0,12901,13629572,MSFT
1654864529634063802,1654864529634050901,0,2,7370,T,N,0,260430000000,75,130,12901,13629573,MSFT
1654864534027541659,1654864534027530218,0,2,7370,T,N,0,260570000000,6,130,11441,13659279,MSFT
1654864542567692451,1654864542567680860,0,2,7370,T,N,0,260510000000,10,130,11591,13715133,MSFT
1654864550316257141,1654864550316245782,0,2,7370,T,N,0,260510000000,15,130,11359,13752567,MSFT
1654864550316365450,1654864550316353102,0,2,7370,T,N,0,260510000000,5,130,12348,13752569,MSFT
1654864550316506654,1654864550316494987,0,2,7370,T,N,0,260510000000,5,130,11667,13752571,MSFT
1654864552569201394,1654864552569181405,0,2,7370,T,N,0,260720000000,100,0,19989,13761983,MSFT
1654864552569201394,1654864552569181405,0,2,7370,T,B,0,260830000000,5,0,19989,13761984,MSFT
1654864552569201394,1654864552569181405,0,2,7370,T,B,0,261000000000,5,0,19989,13761985,MSFT
1654864552569201394,1654864552569181405,0,2,7370,T,N,0,261000000000,50,0,19989,13761986,MSFT
1654864552569201394,1654864552569181405,0,2,7370,T,N,0,261000000000,50,0,19989,13761987,MSFT
1654864552569201394,1654864552569181405,0,2,7370,T,N,0,261000000000,20,130,19989,13761988,MSFT
1654864552664933457,1654864552664922135,0,2,7370,T,A,0,261000000000,25,130,11322,13762528,MSFT
1654864552664973817,1654864552664962775,0,2,7370,T,A,0,261000000000,2,130,11042,13762529,MSFT
1654864553658117927,1654864553658106456,0,2,7370,T,A,0,261000000000,16,130,11471,13768770,MSFT
1654864553658733196,1654864553658721436,0,2,7370,T,A,0,261000000000,257,130,11760,13768774,MSFT
1654864553659108191,1654864553659096505,0,2,7370,T,A,0,261000000000,20,130,11686,13768778,MSFT
1654864553928303331,1654864553928290720,0,2,7370,T,A,0,261000000000,30,130,12611,13770350,MSFT
1654864553928352206,1654864553928341145,0,2,7370,T,A,0,261000000000,5,130,11061,13770352,MSFT
1654864554107186093,1654864554107174869,0,2,7370,T,A,0,261000000000,5,130,11224,13770954,MSFT
1654864554813754834,1654864554813743371,0,2,7370,T,A,0,261000000000,200,130,11463,13772545,MSFT
1654864554864924483,1654864554864910412,0,2,7370,T,B,0,261010000000,1,128,14071,13772839,MSFT
1654864554972640849,1654864554972629570,0,2,7370,T,A,0,261000000000,15,130,11279,13775211,MSFT
1654864555538995765,1654864555538983080,0,2,7370,T,A,0,261000000000,25,0,12685,13778566,MSFT
1654864555538995765,1654864555538983080,0,2,7370,T,A,0,261000000000,7,130,12685,13778567,MSFT
1654864566455074496,1654864566455062653,0,2,7370,T,A,0,261050000000,4,130,11843,13846304,MSFT
1654864568873803682,1654864568873792275,0,2,7370,T,A,0,261010000000,12,130,11407,13863617,MSFT
1654864568965313985,1654864568965300424,0,2,7370,T,A,0,261010000000,2,0,13561,13864075,MSFT
1654864568965313985,1654864568965300424,0,2,7370,T,N,0,261010000000,108,130,13561,13864076,MSFT
1654864569017723999,1654864569017710942,0,2,7370,T,N,0,261010000000,45,0,13057,13864357,MSFT
1654864569017723999,1654864569017710942,0,2,7370,T,A,0,261000000000,175,130,13057,13864358,MSFT
1654864569950826853,1654864569950815276,0,2,7370,T,A,0,261000000000,110,130,11577,13868861,MSFT
1654864570003819301,1654864570003804928,0,2,7370,T,A,0,261000000000,8,0,14373,13868981,MSFT
1654864570003819301,1654864570003804928,0,2,7370,T,A,0,261000000000,1,0,14373,13868982,MSFT
1654864570003819301,1654864570003804928,0,2,7370,T,A,0,261000000000,101,130,14373,13868983,MSFT
1654864579323823459,1654864579323812326,0,2,7370,T,B,0,261250000000,8,130,11133,13923784,MSFT
1654864582009462617,1654864582009450854,0,2,7370,T,N,0,261300000000,10,130,11763,13946544,MSFT
1654864582011867888,1654864582011856397,0,2,7370,T,N,0,261300000000,5,130,11491,13946599,MSFT
1654864582012498974,1654864582012487596,0,2,7370,T,N,0,261300000000,5,130,11378,13946612,MSFT
1654864582030999690,1654864582030988037,0,2,7370,T,N,0,261300000000,1,130,11653,13947068,MSFT
1654864582453346654,1654864582453334141,0,2,7370,T,N,0,261300000000,29,0,12513,13951002,MSFT
1654864582453346654,1654864582453334141,0,2,7370,T,A,0,261170000000,80,130,12513,13951003,MSFT
1654864582466127388,1654864582466113886,0,2,7370,T,A,0,261130000000,30,128,13502,13951209,MSFT
1654864582483188010,1654864582483175915,0,2,7370,T,A,0,261130000000,5,130,12095,13951276,MSFT
1654864582578779652,1654864582578768284,0,2,7370,T,A,0,261130000000,1,130,11368,13951665,MSFT
1654864583002550974,1654864583002539444,0,2,7370,T,A,0,261020000000,1,130,11530,13953725,MSFT
1654864585444757871,1654864585444746311,0,2,7370,T,N,0,261280000000,100,130,11560,13973613,MSFT
1654864595051569007,1654864595051557562,0,2,7370,T,B,0,261200000000,26,130,11445,14036099,MSFT
1654864597020328179,1654864597020316430,0,2,7370,T,N,0,261470000000,7,130,11749,14047780,MSFT
1654864597020588241,1654864597020576384,0,2,7370,T,N,0,261470000000,12,130,11857,14047782,MSFT
1654864597020666852,1654864597020655074,0,2,7370,T,N,0,261470000000,11,130,11778,14047784,MSFT
1654864597513855122,1654864597513843515,0,2,7370,T,N,0,261260000000,1,130,11607,14051658,MSFT
1654864599071578294,1654864599071564442,0,2,7370,T,N,0,261470000000,20,0,13852,14058560,MSFT
1654864599071578294,1654864599071564442,0,2,7370,T,B,0,261500000000,30,128,13852,14058561,MSFT
1654864604024480074,1654864604024468585,0,2,7370,T,N,0,261260000000,100,130,11489,14092119,MSFT
1654864604070414558,1654864604070403009,0,2,7370,T,N,0,261260000000,10,130,11549,14092314,MSFT
1654864604070906899,1654864604070895864,0,2,7370,T,N,0,261260000000,2,130,11035,14092317,MSFT
1654864604930902287,1654864604930887977,0,2,7370,T,N,0,261110000000,5,0,14310,14097806,MSFT
1654864604930902287,1654864604930887977,0,2,7370,T,N,0,261040000000,50,0,14310,14097807,MSFT
1654864604930902287,1654864604930887977,0,2,7370,T,N,0,261010000000,50,130,14310,14097808,MSFT
1654864604962497979,1654864604962486071,0,2,7370,T,A,0,261000000000,110,130,11908,14097939,MSFT
1654864605838766612,1654864605838751955,0,2,7370,T,A,0,261130000000,2,0,14657,14104952,MSFT
1654864605838766612,1654864605838751955,0,2,7370,T,N,0,261010000000,50,0,14657,14104953,MSFT
1654864605838766612,1654864605838751955,0,2,7370,T,N,0,261010000000,20,0,14657,14104954,MSFT
1654864605838766612,1654864605838751955,0,2,7370,T,N,0,261010000000,28,130,14657,14104955,MSFT
1654864612379820376,1654864612379805815,0,2,7370,T,B,0,261460000000,14,0,14561,14134607,MSFT
1654864612379820376,1654864612379805815,0,2,7370,T,N,0,261490000000,50,0,14561,14134608,MSFT
1654864612379820376,1654864612379805815,0,2,7370,T,B,0,261500000000,70,130,14561,14134609,MSFT
1654864615559779942,1654864615559768537,0,2,7370,T,A,0,261500000000,2,130,11405,14148457,MSFT
1654864616858298189,1654864616858286420,0,2,7370,T,N,0,261370000000,1,130,11769,14152943,MSFT
1654864619060229837,1654864619060218075,0,2,7370,T,A,0,261500000000,3,130,11762,14163255,MSFT
1654864620519723989,1654864620519710815,0,2,7370,T,A,0,261500000000,197,0,13174,14170299,MSFT
1654864620519723989,1654864620519710815,0,2,7370,T,A,0,261500000000,3,130,13174,14170300,MSFT
1654864622973729200,1654864622973717850,0,2,7370,T,A,0,261500000000,27,130,11350,14181710,MSFT
1654864624238349184,1654864624238335810,0,2,7370,T,A,0,261500000000,79,0,13374,14188227,MSFT
1654864624448072172,1654864624448060665,0,2,7370,T,B,0,261500000000,1,130,11507,14190165,MSFT
1654864624448444053,1654864624448432516,0,2,7370,T,B,0,261500000000,20,130,11537,14190169,MSFT
1654864626183938771,1654864626183925560,0,2,7370,T,N,0,261320000000,21,0,13211,14198683,MSFT
1654864626183938771,1654864626183925560,0,2,7370,T,N,0,261390000000,79,130,13211,14198684,MSFT
1654864626186691649,1654864626186679775,0,2,7370,T,B,0,261500000000,100,130,11874,14198693,MSFT
1654864630562815114,1654864630562803356,0,2,7370,T,A,0,261500000000,2,130,11758,14222999,MSFT
1654864636419091597,1654864636419080289,0,2,7370,T,N,0,261630000000,9,130,11308,14261657,MSFT
1654864639296062275,1654864639296049322,0,2,7370,T,N,0,261690000000,170,0,12953,14278141,MSFT
1654864639296062275,1654864639296049322,0,2,7370,T,A,0,261620000000,30,130,12953,14278142,MSFT
1654864639296713843,1654864639296699384,0,2,7370,T,A,0,261620000000,114,0,14459,14278170,MSFT
1654864639296713843,1654864639296699384,0,2,7370,T,N,0,261620000000,1,0,14459,14278171,MSFT
1654864639296713843,1654864639296699384,0,2,7370,T,N,0,261620000000,1,0,14459,14278172,MSFT
1654864639296713843,1654864639296699384,0,2,7370,T,N,0,261620000000,1,130,14459,14278173,MSFT
1654864639313715234,1654864639313702591,0,2,7370,T,N,0,261520000000,30,0,12643,14278244,MSFT
1654864639313715234,1654864639313702591,0,2,7370,T,N,0,261520000000,24,130,12643,14278245,MSFT
1654864640130451172,1654864640130439411,0,2,7370,T,N,0,261520000000,4,130,11761,14283074,MSFT
1654864642527250424,1654864642527238860,0,2,7370,T,N,0,261740000000,200,130,11564,14301012,MSFT
1654864644678856953,1654864644678840839,0,2,7370,T,N,0,261870000000,1,0,16114,14312891,MSFT
1654864644678856953,1654864644678840839,0,2,7370,T,N,0,261870000000,1,0,16114,14312892,MSFT
1654864644678856953,1654864644678840839,0,2,7370,T,N,0,261870000000,1,0,16114,14312893,MSFT
1654864644678856953,1654864644678840839,0,2,7370,T,N,0,261880000000,1,0,16114,14312894,MSFT
1654864644678856953,1654864644678840839,0,2,7370,T,B,0,262000000000,96,130,16114,14312895,MSFT
1654864651740400455,1654864651740382869,0,2,7370,T,N,0,261980000000,200,0,17586,14359837,MSFT
1654864651740400455,1654864651740382869,0,2,7370,T,N,0,261980000000,10,0,17586,14359838,MSFT
1654864651740400455,1654864651740382869,0,2,7370,T,B,0,262000000000,4,0,17586,14359839,MSFT
1654864651740400455,1654864651740382869,0,2,7370,T,B,0,262000000000,50,0,17586,14359840,MSFT
1654864651740400455,1654864651740382869,0,2,7370,T,N,0,262000000000,1,0,17586,14359841,MSFT
1654864651740400455,1654864651740382869,0,2,7370,T,N,0,262000000000,1,0,17586,14359842,MSFT
1654864651740400455,1654864651740382869,0,2,7370,T,N,0,262000000000,1,130,17586,14359843,MSFT
1654864651740550443,1654864651740539059,0,2,7370,T,N,0,262040000000,1,130,11384,14359850,MSFT
1654864651740551881,1654864651740540487,0,2,7370,T,N,0,262040000000,1,130,11394,14359851,MSFT
1654864651740554139,1654864651740541958,0,2,7370,T,N,0,262040000000,1,130,12181,14359852,MSFT
1654864652391022719,1654864652391010433,0,2,7370,T,A,0,261930000000,5,130,12286,14364487,MSFT
1654864654223043091,1654864654223031342,0,2,7370,T,A,0,261860000000,100,130,11749,14374048,MSFT
1654864656019656702,1654864656019643790,0,2,7370,T,N,0,261820000000,20,0,12912,14384508,MSFT
1654864656019656702,1654864656019643790,0,2,7370,T,A,0,261810000000,80,130,12912,14384509,MSFT
1654864660190704636,1654864660190693027,0,2,7370,T,A,0,262000000000,30,130,11609,14404012,MSFT
1654864667539856314,1654864667539844228,0,2,7370,T,A,0,262010000000,2,130,12086,14439352,MSFT
1654864670219989463,1654864670219976987,0,2,7370,T,N,0,261700000000,20,0,12476,14449546,MSFT
1654864670219989463,1654864670219976987,0,2,7370,T,N,0,261660000000,30,130,12476,14449547,MSFT
1654864679544307000,1654864679544293869,0,2,7370,T,N,0,261900000000,92,0,13131,14500932,MSFT
1654864679544307000,1654864679544293869,0,2,7370,T,A,0,261800000000,15,130,13131,14500933,MSFT
1654864679600593626,1654864679600581577,0,2,7370,T,A,0,261800000000,5,130,12049,14501351,MSFT
1654864687182275451,1654864687182263472,0,2,7370,T,N,0,261810000000,3,0,11979,14529165,MSFT
1654864687182275451,1654864687182263472,0,2,7370,T,A,0,261800000000,17,130,11979,14529166,MSFT
1654864687253813706,1654864687253801462,0,2,7370,T,A,0,261870000000,3,0,12244,14529645,MSFT
1654864687253813706,1654864687253801462,0,2,7370,T,A,0,261870000000,6,130,12244,14529646,MSFT
1654864687255215980,1654864687255202545,0,2,7370,T,A,0,261800000000,43,128,13435,14529664,MSFT
1654864692147419609,1654864692147407616,0,2,7370,T,A,0,261890000000,2,130,11993,14550055,MSFT
1654864694468290105,1654864694468278189,0,2,7370,T,N,0,261820000000,3,130,11916,14561320,MSFT
1654864694469325661,1654864694469313893,0,2,7370,T,N,0,261780000000,8,130,11768,14561323,MSFT
1654864698408855915,1654864698408844373,0,2,7370,T,A,0,261770000000,25,130,11542,14573914,MSFT
1654864698416418552,1654864698416405713,0,2,7370,T,N,0,261820000000,3,0,12839,14573944,MSFT
1654864698416418552,1654864698416405713,0,2,7370,T,A,0,261770000000,89,130,12839,14573945,MSFT
1654864698418303832,1654864698418291973,0,2,7370,T,A,0,261760000000,14,130,11859,14573982,MSFT
1654864698897832497,1654864698897819997,0,2,7370,T,A,0,261760000000,25,130,12500,14575884,MSFT
1654864699463165730,1654864699463154035,0,2,7370,T,A,0,261770000000,30,130,11695,14577039,MSFT
1654864699539714254,1654864699539702655,0,2,7370,T,A,0,261770000000,50,130,11599,14577577,MSFT
1654864699948452278,1654864699948440679,0,2,7370,T,A,0,261770000000,10,130,11599,14580497,MSFT
1654864699983914934,1654864699983903128,0,2,7370,T,A,0,261770000000,24,130,11806,14580673,MSFT
1654864700202770769,1654864700202758736,0,2,7370,T,A,0,261540000000,1,130,12033,14583172,MSFT
1654864700205224476,1654864700205211638,0,2,7370,T,A,0,261510000000,167,128,12838,14583205,MSFT
1654864700273540832,1654864700273529501,0,2,7370,T,A,0,261510000000,25,130,11331,14583553,MSFT
1654864700274115249,1654864700274103587,0,2,7370,T,A,0,261510000000,99,130,11662,14583554,MSFT
1654864700450742535,1654864700450729479,0,2,7370,T,A,0,261540000000,2,0,13056,14584380,MSFT
1654864700450742535,1654864700450729479,0,2,7370,T,A,0,261510000000,209,130,13056,14584381,MSFT
1654864700636014431,1654864700636002120,0,2,7370,T,N,0,261610000000,2,0,12311,14585171,MSFT
1654864700636014431,1654864700636002120,0,2,7370,T,A,0,261510000000,3,130,12311,14585172,MSFT
1654864700905628338,1654864700905612753,0,2,7370,T,A,0,261500000000,200,0,15585,14586788,MSFT
1654864700905628338,1654864700905612753,0,2,7370,T,A,0,261500000000,2,0,15585,14586789,MSFT
1654864700905628338,1654864700905612753,0,2,7370,T,A,0,261500000000,2,0,15585,14586790,MSFT
1654864700905628338,1654864700905612753,0,2,7370,T,A,0,261500000000,4,130,15585,14586791,MSFT
1654864705555015005,1654864705555003811,0,2,7370,T,A,0,261510000000,1,130,11194,14610942,MSFT
1654864709416402094,1654864709416390517,0,2,7370,T,A,0,261510000000,13,130,11577,14631103,MSFT
1654864711524745687,1654864711524732187,0,2,7370,T,A,0,261280000000,4,0,13500,14639325,MSFT
1654864711524745687,1654864711524732187,0,2,7370,T,N,0,261250000000,100,130,13500,14639326,MSFT
1654864719179936118,1654864719179922432,0,2,7370,T,N,0,261130000000,19,0,13686,14676422,MSFT
1654864719179936118,1654864719179922432,0,2,7370,T,N,0,261100000000,81,130,13686,14676423,MSFT
1654864720593750685,1654864720593739114,0,2,7370,T,N,0,261140000000,80,130,11571,14682866,MSFT
1654864722386644914,1654864722386633315,0,2,7370,T,A,0,261130000000,4,130,11599,14690352,MSFT
1654864742427146203,1654864742427132900,0,2,7370,T,N,0,261130000000,4,0,13303,14804641,MSFT
1654864742427146203,1654864742427132900,0,2,7370,T,N,0,261120000000,3,130,13303,14804642,MSFT
1654864748768278524,1654864748768265244,0,2,7370,T,N,0,261420000000,200,0,13280,14838540,MSFT
1654864748768278524,1654864748768265244,0,2,7370,T,N,0,261450000000,13,0,13280,14838541,MSFT
1654864748768278524,1654864748768265244,0,2,7370,T,N,0,261460000000,17,130,13280,14838542,MSFT
1654864748768877901,1654864748768865621,0,2,7370,T,N,0,261460000000,100,130,12280,14838547,MSFT
1654864751587629772,1654864751587615558,0,2,7370,T,N,0,261460000000,3,0,14214,14857981,MSFT
1654864751587629772,1654864751587615558,0,2,7370,T,N,0,261460000000,27,0,14214,14857982,MSFT
1654864751587629772,1654864751587615558,0,2,7370,T,B,0,261490000000,20,130,14214,14857983,MSFT
1654864755428965114,1654864755428952414,0,2,7370,T,A,0,261250000000,1,0,12700,14878407,MSFT
1654864755428965114,1654864755428952414,0,2,7370,T,A,0,261250000000,2,130,12700,14878408,MSFT
1654864756892371878,1654864756892359382,0,2,7370,T,A,0,261200000000,100,0,12496,14890131,MSFT
1654864756892371878,1654864756892359382,0,2,7370,T,N,0,261200000000,400,130,12496,14890132,MSFT
1654864757971898347,1654864757971886619,0,2,7370,T,N,0,261150000000,5,130,11728,14892939,MSFT
1654864762496358878,1654864762496347523,0,2,7370,T,N,0,261200000000,2,130,11355,14913845,MSFT
1654864762497822917,1654864762497811318,0,2,7370,T,N,0,261120000000,3,130,11599,14913867,MSFT
1654864765573770873,1654864765573757312,0,2,7370,T,N,0,261260000000,2,0,13561,14923937,MSFT
1654864765573770873,1654864765573757312,0,2,7370,T,A,0,261220000000,18,0,13561,14923938,MSFT
1654864765573770873,1654864765573757312,0,2,7370,T,A,0,261200000000,78,130,13561,14923939,MSFT
1654864765771006599,1654864765770994471,0,2,7370,T,A,0,261200000000,22,130,12128,14924162,MSFT
1654864765771043553,1654864765771028331,0,2,7370,T,N,0,261120000000,44,0,15222,14924171,MSFT
1654864765771043553,1654864765771028331,0,2,7370,T,N,0,261120000000,19,0,15222,14924172,MSFT
1654864765771043553,1654864765771028331,0,2,7370,T,N,0,261110000000,1,0,15222,14924173,MSFT
1654864765771043553,1654864765771028331,0,2,7370,T,N,0,261110000000,24,130,15222,14924174,MSFT
1654864767329602107,1654864767329590798,0,2,7370,T,N,0,261210000000,100,130,11309,14932074,MSFT
1654864767329660192,1654864767329648846,0,2,7370,T,A,0,261200000000,15,130,11346,14932076,MSFT
1654864771238327637,1654864771238313385,0,2,7370,T,N,0,261250000000,2,0,14252,14951060,MSFT
1654864771238327637,1654864771238313385,0,2,7370,T,N,0,261210000000,20,0,14252,14951061,MSFT
1654864771238327637,1654864771238313385,0,2,7370,T,A,0,261200000000,83,128,14252,14951062,MSFT
1654864771238425932,1654864771238414368,0,2,7370,T,A,0,261200000000,2,130,11564,14951074,MSFT
1654864773029243059,1654864773029228622,0,2,7370,T,N,0,261110000000,50,0,14437,14962925,MSFT
1654864773029243059,1654864773029228622,0,2,7370,T,N,0,261110000000,20,0,14437,14962926,MSFT
1654864773029243059,1654864773029228622,0,2,7370,T,N,0,261110000000,20,0,14437,14962927,MSFT
1654864773029243059,1654864773029228622,0,2,7370,T,N,0,261110000000,15,130,14437,14962928,MSFT
1654864773029348149,1654864773029336894,0,2,7370,T,N,0,261110000000,5,130,11255,14962941,MSFT
1654864773209906540,1654864773209894351,0,2,7370,T,N,0,261110000000,30,0,12189,14964646,MSFT
1654864773209906540,1654864773209894351,0,2,7370,T,A,0,261100000000,45,130,12189,14964647,MSFT
1654864773209978118,1654864773209966853,0,2,7370,T,A,0,261100000000,5,130,11265,14964658,MSFT
1654864777303757160,1654864777303744378,0,2,7370,T,N,0,261240000000,2,0,12782,14983748,MSFT
1654864777303757160,1654864777303744378,0,2,7370,T,A,0,261200000000,3,130,12782,14983749,MSFT
1654864778204961031,1654864778204948222,0,2,7370,T,A,0,261200000000,97,130,12809,14988811,MSFT
1654864778205006755,1654864778204995430,0,2,7370,T,A,0,261120000000,12,130,11325,14988822,MSFT
1654864778205381162,1654864778205369962,0,2,7370,T,A,0,261220000000,2,130,11200,14988831,MSFT
1654864783618298433,1654864783618287222,0,2,7370,T,A,0,261120000000,21,130,11211,15009331,MSFT
1654864786280819609,1654864786280804879,0,2,7370,T,N,0,261170000000,20,0,14730,15015673,MSFT
1654864786280819609,1654864786280804879,0,2,7370,T,B,0,261200000000,5,128,14730,15015674,MSFT
1654864786281194165,1654864786281182633,0,2,7370,T,B,0,261200000000,20,130,11532,15015691,MSFT
1654864787844243273,1654864787844230036,0,2,7370,T,A,0,261200000000,10,130,13237,15023825,MSFT
1654864787844310790,1654864787844299371,0,2,7370,T,A,0,261120000000,54,130,11419,15023829,MSFT
1654864788339745827,1654864788339730404,0,2,7370,T,N,0,261130000000,3,0,15423,15026225,MSFT
1654864788339745827,1654864788339730404,0,2,7370,T,A,0,261120000000,13,0,15423,15026226,MSFT
1654864788339745827,1654864788339730404,0,2,7370,T,N,0,261110000000,47,130,15423,15026227,MSFT
